epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1824.13,0.96519,0.93643,0.85082,0.84225,0.73505,0.84811,0.63308,0.91407,0.81072,0.85445,0.000107646,0.000107646,0.000107646
181,1839.3,0.99519,0.9725,0.85255,0.8343,0.72145,0.84031,0.61386,0.96098,0.83516,0.8687,0.000106778,0.000106778,0.000106778
182,1853.45,0.98529,0.94555,0.85822,0.80014,0.73112,0.83002,0.59621,0.98699,0.85875,0.87451,0.00010591,0.00010591,0.00010591
183,1865.65,0.96859,0.93625,0.8519,0.83143,0.71685,0.8339,0.62703,0.89964,0.84377,0.8523,0.000105042,0.000105042,0.000105042
184,1875.69,0.97341,0.93195,0.85345,0.83316,0.71347,0.83712,0.63611,0.87517,0.83326,0.84103,0.000104174,0.000104174,0.000104174
185,1885.52,0.96904,0.93933,0.85295,0.83483,0.72652,0.83884,0.60454,0.96267,0.83475,0.86213,0.000103306,0.000103306,0.000103306
186,1893.68,0.98518,0.94654,0.85352,0.81545,0.72123,0.83144,0.5708,1.05499,0.87142,0.89757,0.000102438,0.000102438,0.000102438
187,1917.31,0.98357,0.94916,0.84958,0.84801,0.71609,0.84408,0.62602,0.93092,0.83115,0.86113,0.000101571,0.000101571,0.000101571
188,1928.37,0.99851,0.95301,0.85734,0.83532,0.71877,0.83993,0.60468,0.98961,0.84808,0.87684,0.000100703,0.000100703,0.000100703
189,1934.25,0.95725,0.92884,0.85085,0.84737,0.72795,0.84562,0.63254,0.91157,0.81996,0.85352,9.98348e-05,9.98348e-05,9.98348e-05
190,1952.43,0.9572,0.91433,0.85018,0.83983,0.72756,0.84424,0.64161,0.87869,0.81153,0.8464,9.89669e-05,9.89669e-05,9.89669e-05
191,1964.26,0.97244,0.94958,0.8454,0.82316,0.7401,0.84634,0.62612,0.93,0.82005,0.85372,9.8099e-05,9.8099e-05,9.8099e-05
192,1967.61,0.94088,0.94291,0.84242,0.82308,0.73665,0.84599,0.61344,0.96708,0.82035,0.87533,9.72311e-05,9.72311e-05,9.72311e-05
193,1972.96,0.96615,0.92387,0.85277,0.82658,0.71478,0.83412,0.62686,0.90929,0.85083,0.8543,9.63632e-05,9.63632e-05,9.63632e-05
194,1987.01,0.94102,0.91725,0.84718,0.85869,0.7365,0.85588,0.64877,0.88694,0.7885,0.84501,9.54953e-05,9.54953e-05,9.54953e-05
195,1997.99,0.95658,0.92095,0.84768,0.82334,0.74164,0.84363,0.63045,0.92835,0.82661,0.85806,9.46274e-05,9.46274e-05,9.46274e-05
196,2010.86,0.94176,0.90819,0.84557,0.82514,0.74414,0.84866,0.6168,0.97236,0.82378,0.88171,9.37595e-05,9.37595e-05,9.37595e-05
197,2017.76,0.94952,0.91038,0.84459,0.84145,0.74862,0.85356,0.63038,0.93751,0.79569,0.87031,9.28916e-05,9.28916e-05,9.28916e-05
198,2064.14,0.96405,0.93376,0.85005,0.82573,0.71672,0.84041,0.61765,0.94857,0.84476,0.8694,9.20237e-05,9.20237e-05,9.20237e-05
199,2077.78,0.98103,0.9438,0.84662,0.82143,0.74404,0.84702,0.64008,0.88785,0.81168,0.84901,9.11558e-05,9.11558e-05,9.11558e-05
200,2083.55,0.96555,0.93225,0.8498,0.82333,0.7385,0.84593,0.63478,0.90217,0.82389,0.85257,9.02879e-05,9.02879e-05,9.02879e-05
201,2095.65,0.95348,0.92839,0.84571,0.81989,0.75128,0.85117,0.64202,0.89081,0.8093,0.84324,8.942e-05,8.942e-05,8.942e-05
202,2101.86,0.95394,0.91643,0.84279,0.82664,0.74925,0.85009,0.64093,0.90118,0.80784,0.84769,8.85521e-05,8.85521e-05,8.85521e-05
203,2107.46,0.95576,0.91312,0.8489,0.83226,0.73703,0.8466,0.63291,0.91128,0.81861,0.85246,8.76842e-05,8.76842e-05,8.76842e-05
204,2115.75,0.95324,0.9205,0.84876,0.80295,0.75595,0.84718,0.64151,0.87987,0.81519,0.84187,8.68163e-05,8.68163e-05,8.68163e-05
205,2120.39,0.94419,0.90079,0.85303,0.83533,0.75936,0.85825,0.64706,0.88142,0.78708,0.83778,8.59484e-05,8.59484e-05,8.59484e-05
206,2129.75,0.95356,0.91777,0.8453,0.83851,0.73175,0.84903,0.63396,0.89996,0.8134,0.85376,8.50805e-05,8.50805e-05,8.50805e-05
207,2135.48,0.93227,0.87566,0.84717,0.84333,0.72835,0.85085,0.64216,0.88512,0.81028,0.84143,8.42126e-05,8.42126e-05,8.42126e-05
208,2150.01,0.9529,0.91163,0.8469,0.83258,0.7491,0.85411,0.63315,0.91537,0.80953,0.85231,8.33447e-05,8.33447e-05,8.33447e-05
209,2156.84,0.96036,0.91733,0.84606,0.82472,0.73281,0.84533,0.62833,0.91576,0.82663,0.85481,8.24768e-05,8.24768e-05,8.24768e-05
210,2162.23,0.95277,0.89723,0.84575,0.81778,0.74903,0.85076,0.64259,0.88558,0.80307,0.84334,8.16089e-05,8.16089e-05,8.16089e-05
211,2167.52,0.93944,0.87215,0.84938,0.83214,0.74736,0.85417,0.64676,0.88772,0.79957,0.84299,8.0741e-05,8.0741e-05,8.0741e-05
212,2186.16,0.96097,0.91296,0.85016,0.83529,0.7356,0.85151,0.63523,0.91169,0.81683,0.86127,7.98731e-05,7.98731e-05,7.98731e-05
213,2190.48,0.95383,0.89769,0.85638,0.83983,0.7438,0.85112,0.6247,0.93341,0.81466,0.86126,7.90052e-05,7.90052e-05,7.90052e-05
214,2198.28,0.9644,0.89548,0.84988,0.84761,0.73517,0.85748,0.63176,0.93902,0.79976,0.8599,7.81373e-05,7.81373e-05,7.81373e-05
215,2205.9,0.95083,0.88611,0.85061,0.83948,0.73746,0.85915,0.61329,1.001,0.80966,0.88676,7.72694e-05,7.72694e-05,7.72694e-05
216,2215.69,0.95513,0.90079,0.84773,0.83383,0.74632,0.85551,0.63607,0.92486,0.80406,0.85387,7.64015e-05,7.64015e-05,7.64015e-05
217,2222.71,0.94496,0.89334,0.85131,0.84421,0.72657,0.8498,0.65122,0.86452,0.80371,0.83602,7.55336e-05,7.55336e-05,7.55336e-05
218,2228.54,0.93632,0.87981,0.84819,0.82816,0.74398,0.84708,0.64782,0.85903,0.80059,0.83472,7.46657e-05,7.46657e-05,7.46657e-05
219,2232.38,0.94805,0.87966,0.85056,0.8336,0.74605,0.85169,0.65095,0.85071,0.79973,0.83317,7.37978e-05,7.37978e-05,7.37978e-05
220,2259.46,0.93967,0.89988,0.84641,0.84388,0.73051,0.85075,0.64736,0.87532,0.8058,0.84542,7.29299e-05,7.29299e-05,7.29299e-05
221,2273.78,0.94477,0.88481,0.84727,0.82242,0.7417,0.84149,0.62834,0.91205,0.82268,0.84879,7.2062e-05,7.2062e-05,7.2062e-05
222,2284.58,0.93596,0.88606,0.84772,0.82955,0.75368,0.8551,0.63996,0.90099,0.78971,0.84779,7.11941e-05,7.11941e-05,7.11941e-05
223,2291.86,0.93822,0.88735,0.84768,0.83446,0.73325,0.84792,0.62439,0.92853,0.82205,0.86444,7.03262e-05,7.03262e-05,7.03262e-05
224,2310.17,0.9329,0.90621,0.84272,0.84741,0.7438,0.85497,0.64887,0.88264,0.79152,0.84761,6.94583e-05,6.94583e-05,6.94583e-05
225,2322.09,0.93567,0.87396,0.84544,0.84687,0.72021,0.84625,0.63309,0.91572,0.82961,0.8576,6.85904e-05,6.85904e-05,6.85904e-05
226,2331.12,0.92758,0.87394,0.84496,0.84125,0.73786,0.84954,0.64216,0.88935,0.81378,0.84729,6.77225e-05,6.77225e-05,6.77225e-05
227,2341.41,0.93922,0.89781,0.84412,0.84312,0.73471,0.855,0.6434,0.88597,0.79261,0.84741,6.68546e-05,6.68546e-05,6.68546e-05
228,2347.84,0.94597,0.88757,0.84448,0.81325,0.76388,0.85161,0.64198,0.89422,0.79847,0.84602,6.59867e-05,6.59867e-05,6.59867e-05
229,2353.89,0.93293,0.87451,0.8446,0.8219,0.75708,0.85389,0.64377,0.89793,0.79761,0.84469,6.51188e-05,6.51188e-05,6.51188e-05
230,2359.56,0.93953,0.88554,0.84788,0.83908,0.76734,0.86624,0.6521,0.89301,0.77033,0.84479,6.42509e-05,6.42509e-05,6.42509e-05
231,2375.09,0.94846,0.87585,0.85226,0.85426,0.73441,0.85374,0.63484,0.92109,0.80113,0.84943,6.3383e-05,6.3383e-05,6.3383e-05
232,2380.97,0.95269,0.88282,0.84924,0.82913,0.75225,0.85635,0.63977,0.91029,0.79034,0.85018,6.25151e-05,6.25151e-05,6.25151e-05
233,2395.9,0.93951,0.87195,0.84277,0.82328,0.76563,0.85846,0.65284,0.87005,0.77971,0.839,6.16472e-05,6.16472e-05,6.16472e-05
234,2428.45,0.92927,0.87529,0.84597,0.82925,0.7469,0.85238,0.6443,0.88835,0.80648,0.84309,6.07793e-05,6.07793e-05,6.07793e-05
235,2434.01,0.93193,0.87266,0.84424,0.83211,0.75959,0.86186,0.65208,0.88468,0.78088,0.84125,5.99114e-05,5.99114e-05,5.99114e-05
236,2437.57,0.92431,0.85068,0.84329,0.82434,0.74287,0.85039,0.64611,0.87934,0.80578,0.84166,5.90435e-05,5.90435e-05,5.90435e-05
237,2442.54,0.94081,0.86937,0.84756,0.85409,0.75247,0.86669,0.65962,0.86599,0.7619,0.83917,5.81756e-05,5.81756e-05,5.81756e-05
238,2450.78,0.92502,0.87627,0.84138,0.83446,0.741,0.85242,0.65372,0.84959,0.79438,0.83538,5.73077e-05,5.73077e-05,5.73077e-05
239,2466.86,0.92751,0.87083,0.84154,0.84461,0.75435,0.86558,0.66368,0.84979,0.75828,0.83272,5.64398e-05,5.64398e-05,5.64398e-05
240,2473.07,0.93568,0.88211,0.84813,0.84138,0.74539,0.86086,0.65978,0.84584,0.76813,0.83267,5.55719e-05,5.55719e-05,5.55719e-05
241,2478.69,0.91584,0.85173,0.84714,0.83758,0.75784,0.86031,0.64614,0.88177,0.77846,0.84182,5.4704e-05,5.4704e-05,5.4704e-05
242,2496.49,0.93263,0.88429,0.84412,0.84879,0.74164,0.86073,0.6498,0.88577,0.78453,0.84665,5.38361e-05,5.38361e-05,5.38361e-05
243,2500.66,0.93871,0.88109,0.84463,0.83345,0.75468,0.85708,0.63819,0.91849,0.78929,0.85075,5.29682e-05,5.29682e-05,5.29682e-05
244,2507.65,0.92996,0.86376,0.84713,0.82223,0.77452,0.8635,0.63974,0.92226,0.77594,0.85367,5.21003e-05,5.21003e-05,5.21003e-05
245,2517.57,0.92471,0.85947,0.84375,0.82599,0.7536,0.85515,0.64363,0.89537,0.79222,0.84573,5.12324e-05,5.12324e-05,5.12324e-05
246,2525.78,0.92737,0.87136,0.84542,0.84754,0.73972,0.8609,0.65511,0.86721,0.77425,0.83843,5.03645e-05,5.03645e-05,5.03645e-05
247,2539.98,0.92811,0.85907,0.84818,0.83281,0.75877,0.86394,0.64004,0.9163,0.77801,0.85088,4.94966e-05,4.94966e-05,4.94966e-05
248,2545.52,0.92247,0.86779,0.8421,0.84685,0.75461,0.86408,0.64884,0.88998,0.77445,0.84696,4.86287e-05,4.86287e-05,4.86287e-05
249,2560.22,0.92898,0.84908,0.84667,0.86207,0.75916,0.87142,0.6593,0.87917,0.75753,0.8443,4.77608e-05,4.77608e-05,4.77608e-05
250,2564.38,0.90542,0.845,0.84174,0.85024,0.75351,0.8667,0.64651,0.90881,0.77839,0.85856,4.68929e-05,4.68929e-05,4.68929e-05
251,2580.66,0.94359,0.88025,0.84472,0.84576,0.75424,0.85982,0.64929,0.89154,0.78234,0.84432,4.6025e-05,4.6025e-05,4.6025e-05
252,2586.44,0.91254,0.84568,0.84243,0.82643,0.77085,0.86287,0.65741,0.87488,0.76795,0.84255,4.51571e-05,4.51571e-05,4.51571e-05
253,2596.72,0.93138,0.87418,0.84044,0.8502,0.74453,0.858,0.65677,0.85525,0.78088,0.83581,4.42892e-05,4.42892e-05,4.42892e-05
254,2615.64,0.92105,0.86726,0.84478,0.85093,0.74516,0.85825,0.65507,0.86297,0.77881,0.83468,4.34213e-05,4.34213e-05,4.34213e-05
255,2630.52,0.91346,0.86153,0.8414,0.84695,0.75889,0.86564,0.65728,0.87016,0.76431,0.84135,4.25534e-05,4.25534e-05,4.25534e-05
256,2639.78,0.91858,0.85569,0.84181,0.84693,0.74559,0.86086,0.64746,0.88657,0.78057,0.84978,4.16855e-05,4.16855e-05,4.16855e-05
257,2647.92,0.92216,0.8528,0.84184,0.8284,0.74839,0.85549,0.64975,0.87007,0.78417,0.83839,4.08176e-05,4.08176e-05,4.08176e-05
258,2664.17,0.92396,0.84643,0.85011,0.82285,0.76457,0.86112,0.65217,0.87346,0.77191,0.83935,3.99497e-05,3.99497e-05,3.99497e-05
259,2673.5,0.92537,0.86458,0.83972,0.84318,0.76125,0.86643,0.65996,0.85513,0.75993,0.8361,3.90818e-05,3.90818e-05,3.90818e-05
260,2679.09,0.92636,0.85351,0.84515,0.84348,0.74866,0.8607,0.65118,0.87561,0.78024,0.84246,3.82139e-05,3.82139e-05,3.82139e-05
261,2699.69,0.92631,0.86909,0.84276,0.84423,0.75528,0.86323,0.65507,0.87776,0.76838,0.84431,3.7346e-05,3.7346e-05,3.7346e-05
262,2717.26,0.92348,0.85038,0.84244,0.85321,0.756,0.86789,0.66009,0.86754,0.75795,0.83862,3.64781e-05,3.64781e-05,3.64781e-05
263,2723.21,0.92941,0.84178,0.84543,0.86695,0.74176,0.86532,0.65523,0.87623,0.76781,0.83877,3.56102e-05,3.56102e-05,3.56102e-05
264,2728.93,0.92255,0.85662,0.84217,0.84615,0.75736,0.8623,0.65178,0.88159,0.7728,0.84198,3.47423e-05,3.47423e-05,3.47423e-05
265,2746,0.91735,0.83736,0.84116,0.85342,0.74996,0.86274,0.65287,0.8761,0.77233,0.83819,3.38744e-05,3.38744e-05,3.38744e-05
266,2753.55,0.93019,0.84558,0.84548,0.84963,0.74982,0.8645,0.64827,0.89393,0.77333,0.84438,3.30065e-05,3.30065e-05,3.30065e-05
267,2769.82,0.92156,0.85799,0.83869,0.8423,0.76548,0.8681,0.65075,0.89174,0.76247,0.84669,3.21386e-05,3.21386e-05,3.21386e-05
268,2777.94,0.91994,0.83343,0.84418,0.86841,0.73292,0.86526,0.64467,0.90863,0.77631,0.85196,3.12707e-05,3.12707e-05,3.12707e-05
269,2793.58,0.90742,0.83012,0.84149,0.85469,0.73101,0.85794,0.64425,0.89774,0.7907,0.84733,3.04028e-05,3.04028e-05,3.04028e-05
270,2799.33,0.90823,0.83917,0.84196,0.86119,0.73247,0.86102,0.64711,0.89474,0.78148,0.84535,2.95349e-05,2.95349e-05,2.95349e-05
271,2809.62,0.89588,0.83264,0.84439,0.82422,0.78021,0.86827,0.64738,0.91393,0.7707,0.85131,2.8667e-05,2.8667e-05,2.8667e-05
272,2815.5,0.92681,0.86351,0.84256,0.8348,0.77311,0.86775,0.65159,0.89735,0.76728,0.8482,2.77991e-05,2.77991e-05,2.77991e-05
273,2821.24,0.90842,0.84609,0.83989,0.83727,0.76151,0.86177,0.65059,0.88957,0.77824,0.84714,2.69312e-05,2.69312e-05,2.69312e-05
274,2838.86,0.93149,0.86311,0.84393,0.8413,0.75484,0.86066,0.64637,0.89834,0.78445,0.85074,2.60633e-05,2.60633e-05,2.60633e-05
275,2854.27,0.92366,0.86676,0.84191,0.83152,0.75963,0.8616,0.64756,0.89414,0.77664,0.84949,2.51954e-05,2.51954e-05,2.51954e-05
276,2865.42,0.90364,0.83957,0.83826,0.82617,0.76601,0.8614,0.64718,0.89393,0.77491,0.84744,2.43275e-05,2.43275e-05,2.43275e-05
277,2881.77,0.91365,0.83678,0.8424,0.85275,0.74109,0.86096,0.6497,0.88217,0.77364,0.84283,2.34596e-05,2.34596e-05,2.34596e-05
278,2897.95,0.91945,0.84903,0.84232,0.81541,0.77793,0.86285,0.64992,0.893,0.77463,0.84708,2.25917e-05,2.25917e-05,2.25917e-05
279,2908.66,0.90555,0.84458,0.83877,0.82905,0.77124,0.86515,0.65444,0.87477,0.76795,0.8394,2.17238e-05,2.17238e-05,2.17238e-05
280,14.9892,0.94351,0.8605,0.84752,0.83043,0.7727,0.86576,0.65304,0.88199,0.76634,0.84091,2.08559e-05,2.08559e-05,2.08559e-05
281,33.3817,0.90567,0.8322,0.84229,0.84154,0.76058,0.86691,0.65951,0.86498,0.76133,0.83623,1.9988e-05,1.9988e-05,1.9988e-05
282,36.9935,0.9147,0.85612,0.83784,0.82246,0.78246,0.87015,0.66407,0.85729,0.7518,0.83335,1.91201e-05,1.91201e-05,1.91201e-05
283,42.9288,0.91127,0.8495,0.83781,0.82597,0.784,0.86901,0.66271,0.85597,0.75169,0.83213,1.82522e-05,1.82522e-05,1.82522e-05
284,55.8861,0.9221,0.83252,0.84563,0.83897,0.76352,0.86566,0.65994,0.85894,0.76295,0.83493,1.73843e-05,1.73843e-05,1.73843e-05
285,62.033,0.91107,0.8369,0.83908,0.82907,0.7713,0.86427,0.65812,0.86201,0.76709,0.83737,1.65164e-05,1.65164e-05,1.65164e-05
286,67.8408,0.92448,0.85326,0.84691,0.82135,0.77512,0.86437,0.65323,0.87547,0.76767,0.84065,1.56485e-05,1.56485e-05,1.56485e-05
287,73.7001,0.89115,0.84531,0.84014,0.8339,0.7586,0.86284,0.65224,0.87344,0.77542,0.83986,1.47806e-05,1.47806e-05,1.47806e-05
288,81.9472,0.89945,0.82573,0.83694,0.82696,0.76672,0.86257,0.64975,0.88058,0.77634,0.84057,1.39127e-05,1.39127e-05,1.39127e-05
289,95.9093,0.91313,0.84763,0.8401,0.8305,0.77116,0.86533,0.65361,0.87698,0.76689,0.83986,1.30448e-05,1.30448e-05,1.30448e-05
290,104.542,0.90814,0.83446,0.83811,0.82454,0.77624,0.8662,0.65641,0.87037,0.76206,0.83922,1.21769e-05,1.21769e-05,1.21769e-05
291,110.89,0.91077,0.77069,0.84745,0.83563,0.77347,0.86348,0.64837,0.88439,0.76987,0.84368,1.1309e-05,1.1309e-05,1.1309e-05
292,116.404,0.90683,0.75916,0.85014,0.83805,0.75873,0.8599,0.64269,0.90415,0.78352,0.84908,1.04411e-05,1.04411e-05,1.04411e-05
293,121.673,0.88827,0.74894,0.84288,0.82766,0.76066,0.85885,0.64304,0.90563,0.78492,0.84902,9.5732e-06,9.5732e-06,9.5732e-06
294,126.72,0.89552,0.7434,0.84933,0.82916,0.75771,0.86029,0.64547,0.89777,0.78079,0.84856,8.7053e-06,8.7053e-06,8.7053e-06
295,129.914,0.87421,0.74057,0.84199,0.83347,0.75529,0.8606,0.64428,0.90159,0.78064,0.85046,7.8374e-06,7.8374e-06,7.8374e-06
296,134.972,0.87943,0.73507,0.84415,0.8282,0.76239,0.86045,0.6476,0.89102,0.78233,0.8463,6.9695e-06,6.9695e-06,6.9695e-06
297,140.275,0.87975,0.75812,0.84024,0.82835,0.76018,0.8601,0.64552,0.89651,0.78394,0.849,6.1016e-06,6.1016e-06,6.1016e-06
298,145.624,0.87629,0.73285,0.84087,0.82642,0.7599,0.85937,0.64267,0.90303,0.78603,0.85025,5.2337e-06,5.2337e-06,5.2337e-06
299,150.919,0.88465,0.72676,0.84824,0.82475,0.76485,0.86053,0.6453,0.8953,0.78169,0.84734,4.3658e-06,4.3658e-06,4.3658e-06
300,156.031,0.86748,0.7414,0.83662,0.82397,0.76678,0.86109,0.64619,0.89157,0.77882,0.84611,3.4979e-06,3.4979e-06,3.4979e-06
